SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP22,E4,P14,08/12/2021,5362,559,537
SP22,E4,P01,04/16/2021,4788,110,479
SP15,E5,P08,06/29/2021,7588,282,542
SP13,E5,P08,12/17/2021,11515,193,1047
SP11,E3,P21,02/02/2022,3374,63,225
SP21,E2,P10,03/30/2021,2051,354,121
SP09,E6,P15,03/16/2022,9443,153,364
SP05,E4,P17,11/22/2021,6216,180,518
SP13,E6,P03,06/15/2021,13433,88,1034
SP23,E3,P19,10/15/2021,5817,168,243
SP16,E5,P08,02/15/2021,4669,12,360
SP19,E6,P07,12/27/2021,1365,25,55
SP04,E2,P15,03/11/2021,931,69,35
SP09,E4,P08,09/14/2021,728,442,67
SP08,E1,P03,08/11/2021,9002,86,751
SP16,E4,P16,07/08/2021,8365,208,1395
SP13,E4,P15,11/02/2021,6762,208,261
SP07,E4,P01,04/23/2021,11655,136,1060
SP24,E2,P07,01/05/2021,1134,162,50
SP12,E6,P04,01/19/2021,13503,84,795
SP21,E2,P12,02/15/2021,7868,193,343
SP06,E1,P06,03/04/2022,8141,145,509
SP10,E5,P18,02/23/2021,8659,57,963
SP23,E2,P09,01/26/2021,9807,238,892
SP03,E1,P13,11/24/2021,12726,428,579
SP14,E2,P21,04/01/2021,77,3,6
SP02,E2,P10,03/17/2022,11872,565,625
SP23,E2,P14,08/25/2021,4746,98,528
SP09,E2,P05,07/15/2021,2821,422,177
SP11,E1,P09,06/16/2021,15162,37,1896
SP02,E4,P03,08/31/2021,4844,22,346
SP07,E5,P22,08/26/2021,4102,388,187
SP19,E3,P10,09/01/2021,1008,81,54
SP09,E2,P07,11/19/2021,8183,98,372
SP12,E2,P17,03/04/2021,4872,36,488
SP16,E1,P14,09/09/2021,588,167,59
SP17,E5,P21,03/16/2021,5978,175,427
SP05,E4,P18,10/28/2021,2191,47,244
SP05,E1,P11,02/22/2021,1610,167,77
SP01,E5,P18,06/15/2021,12670,244,1584
SP01,E1,P15,09/21/2021,4018,182,161
SP02,E1,P02,02/22/2021,448,183,18
SP13,E3,P02,02/17/2022,9772,84,376
SP05,E3,P15,11/08/2021,4879,178,188
SP07,E4,P02,01/20/2022,4851,80,203
SP08,E2,P03,10/25/2021,4788,240,436
SP06,E4,P07,02/04/2021,2317,18,106
SP08,E4,P09,02/19/2021,12194,15,1109
SP21,E1,P22,02/09/2021,11424,52,476
SP19,E5,P01,08/18/2021,3192,281,266
SP21,E6,P10,03/28/2022,9436,342,525
SP21,E1,P20,07/22/2021,10255,215,641
SP02,E5,P04,06/09/2021,13566,420,754
SP13,E3,P06,08/11/2021,3899,90,260
SP09,E3,P17,02/15/2022,273,377,21
SP06,E4,P11,06/01/2021,4508,113,215
SP14,E2,P02,01/12/2021,1148,45,43
SP09,E4,P11,01/28/2021,4466,194,236
SP05,E3,P20,02/03/2021,8953,190,498
SP12,E4,P08,02/03/2022,5523,24,425
SP17,E2,P06,03/03/2022,2800,33,175
SP13,E3,P10,08/26/2021,2548,143,142
SP04,E4,P09,02/10/2022,11459,178,1433
SP21,E5,P06,07/13/2021,10423,156,695
SP03,E1,P06,06/30/2021,5334,276,381
SP04,E6,P05,01/26/2021,13160,141,693
SP20,E3,P12,10/19/2021,6237,170,260
SP09,E3,P03,01/27/2022,4158,127,320
SP18,E5,P07,07/27/2021,2926,74,118
SP11,E1,P10,07/28/2021,1505,287,84
SP02,E6,P22,06/09/2021,2275,27,91
SP08,E3,P17,06/29/2021,10878,102,1088
SP08,E6,P01,11/15/2021,13902,18,1545
SP19,E6,P06,04/19/2021,7448,188,466
SP05,E2,P03,12/06/2021,7007,123,539
SP25,E6,P13,02/12/2021,9401,9,495
SP07,E5,P09,07/29/2021,2170,47,217
SP14,E1,P10,02/03/2021,9765,14,489
SP17,E3,P21,01/27/2022,4900,85,327
SP14,E4,P05,02/10/2021,7777,54,410
SP20,E6,P10,05/13/2021,7364,30,369
SP17,E5,P04,02/03/2021,6398,25,427
SP11,E5,P12,05/12/2021,1281,145,52
SP07,E4,P17,01/26/2022,4634,376,422
SP18,E4,P20,07/14/2021,7637,99,510
SP05,E6,P08,12/30/2021,2870,147,221
SP02,E2,P04,04/23/2021,11844,454,658
SP12,E5,P10,08/03/2021,6475,343,381
SP04,E5,P02,07/28/2021,10409,158,434
SP01,E6,P02,09/07/2021,1631,61,63
SP10,E5,P19,02/14/2022,406,215,17
SP02,E3,P04,05/11/2021,7091,192,473
SP09,E2,P08,02/22/2022,5131,74,467
SP01,E5,P17,12/06/2021,1400,212,128
SP04,E4,P10,04/26/2021,12376,31,688
SP14,E1,P05,02/19/2021,2821,368,149
SP09,E2,P01,02/18/2021,14602,23,1217
SP12,E4,P10,07/19/2021,16695,445,983
SP19,E1,P08,02/02/2021,6825,97,525
SP13,E6,P09,05/03/2021,1148,150,128
SP21,E2,P01,04/22/2021,2583,161,235
SP21,E3,P09,01/28/2021,532,26,67
SP08,E4,P16,06/09/2021,10920,224,1820
SP02,E4,P16,03/05/2021,5327,252,666
SP25,E3,P20,11/18/2021,1365,32,81
SP05,E5,P04,11/04/2021,3213,221,179
SP17,E4,P22,03/22/2022,5355,63,215
SP25,E1,P15,03/10/2022,3437,59,133
SP17,E3,P09,09/01/2021,5733,138,717
SP23,E4,P17,06/16/2021,1043,495,81
SP16,E5,P07,03/11/2022,12306,253,560
SP20,E3,P22,05/03/2021,1008,415,46
SP08,E1,P02,12/31/2021,5208,46,209
SP04,E4,P01,12/14/2021,2842,254,259
SP01,E2,P17,08/30/2021,10017,163,835
SP01,E5,P11,02/17/2022,6720,46,336
SP02,E6,P08,12/31/2021,280,248,22
SP04,E5,P14,03/08/2022,168,46,21
SP24,E2,P19,09/10/2021,5033,183,219
SP14,E5,P06,03/03/2022,8113,335,580
SP18,E6,P10,02/22/2021,5677,133,284
SP11,E3,P03,07/19/2021,9205,77,837
SP08,E5,P03,08/09/2021,2618,246,238
SP02,E4,P12,01/13/2021,9478,108,380
SP18,E3,P19,08/12/2021,5033,169,219
SP15,E2,P02,06/02/2021,14238,35,548
SP11,E5,P11,01/21/2021,14,135,1
SP20,E5,P08,07/13/2021,6790,135,523
SP12,E5,P03,02/08/2021,1092,279,84
SP20,E4,P15,02/08/2021,1729,44,65
SP10,E1,P16,11/30/2021,357,258,60
SP09,E1,P18,03/09/2021,2163,178,271
SP01,E6,P12,03/10/2021,4165,179,190
SP16,E3,P12,06/07/2021,6678,237,279
SP10,E6,P13,03/03/2021,2289,9,115
SP07,E6,P19,03/16/2021,2674,106,112
SP23,E4,P18,08/11/2021,13783,225,1723
SP09,E2,P15,12/30/2021,6426,195,268
SP17,E4,P09,03/11/2021,4270,95,427
SP21,E6,P22,08/31/2021,4494,183,188
SP16,E6,P03,01/20/2021,3752,161,342
SP09,E5,P08,10/15/2021,4599,60,354
SP19,E3,P19,11/17/2021,7322,368,349
SP25,E4,P02,02/02/2021,427,21,16
SP13,E1,P17,04/07/2021,693,296,63
SP19,E4,P22,05/25/2021,2422,189,101
SP24,E6,P17,06/09/2021,2429,16,203
SP05,E5,P12,05/12/2021,8512,143,355
SP08,E5,P17,11/22/2021,4823,8,371
SP22,E1,P15,11/02/2021,4452,333,172
SP02,E1,P03,03/04/2021,2737,49,211
SP24,E6,P09,09/24/2021,9345,351,850
SP24,E2,P03,01/12/2022,4018,188,366
SP10,E1,P20,02/01/2022,4739,49,264
SP11,E4,P17,03/15/2021,12012,322,1092
SP22,E3,P10,09/20/2021,7756,50,409
SP07,E3,P05,04/20/2021,6524,56,344
SP13,E2,P13,01/12/2022,11844,232,624
SP07,E2,P13,09/01/2021,1743,61,88
SP07,E2,P17,03/21/2022,3472,70,348
SP25,E3,P12,04/12/2021,13951,8,635
SP08,E3,P10,01/25/2022,119,34,7
SP14,E2,P22,08/31/2021,21,69,1
SP15,E2,P20,11/03/2021,9114,61,507
SP04,E4,P08,04/23/2021,5656,35,472
SP09,E3,P21,02/26/2021,1274,382,98
SP19,E3,P18,11/11/2021,2835,108,355
SP07,E6,P02,03/05/2021,16849,254,649
SP20,E4,P13,08/26/2021,11319,32,566
SP06,E1,P10,11/16/2021,8610,67,431
SP03,E2,P19,02/11/2021,3787,15,181
SP21,E3,P08,05/31/2021,3955,30,360
SP06,E5,P09,04/05/2021,13293,271,1477
SP02,E6,P15,01/05/2022,175,555,7
SP10,E3,P22,04/22/2021,7567,493,329
SP14,E5,P13,03/04/2021,5061,114,231
SP05,E2,P04,02/02/2021,7623,9,449
SP18,E2,P19,10/27/2021,13048,337,622
SP10,E4,P03,05/17/2021,4970,241,383
SP08,E5,P16,02/15/2022,4270,505,475
SP15,E3,P19,02/05/2021,10871,113,518
SP11,E6,P12,02/14/2022,2310,119,97
SP18,E6,P03,08/02/2021,10080,90,840
SP09,E5,P16,07/08/2021,553,63,93
SP04,E3,P08,03/18/2022,2940,356,245
SP09,E6,P08,02/24/2021,11949,226,854
SP11,E3,P05,12/15/2021,952,57,53
SP17,E2,P13,11/02/2021,8442,15,423
SP09,E1,P20,01/06/2021,3052,280,204
SP19,E1,P05,12/14/2021,13356,404,786
SP16,E2,P05,12/21/2021,6951,206,435
SP21,E4,P10,12/31/2021,5978,190,333
SP08,E1,P11,01/25/2022,1855,92,89
SP15,E4,P09,02/14/2022,5376,88,672
SP01,E4,P05,09/22/2021,6076,385,380
SP03,E4,P20,09/10/2021,1043,250,58
SP24,E4,P12,06/09/2021,9352,154,390
SP12,E2,P13,02/10/2021,1624,171,78
SP17,E5,P07,10/06/2021,19894,256,865
SP07,E1,P01,08/12/2021,7595,37,760
SP21,E3,P22,11/18/2021,10017,111,418
SP20,E4,P05,09/30/2021,1414,199,84
SP14,E3,P10,02/10/2021,161,297,9
SP11,E4,P15,02/07/2022,6706,59,269
SP20,E2,P10,08/03/2021,3486,217,206
SP20,E2,P03,09/24/2021,7168,29,652
SP14,E3,P21,08/05/2021,1883,103,118
SP16,E3,P22,03/15/2022,8659,5,377
SP12,E6,P19,10/05/2021,9107,87,414
SP08,E4,P07,06/09/2021,13706,51,623
SP19,E3,P02,06/16/2021,19054,45,733
SP20,E2,P16,12/22/2021,8974,61,1122
SP12,E5,P20,11/11/2021,2359,23,132
SP06,E2,P12,07/20/2021,1526,124,70
SP17,E5,P12,01/05/2021,10822,283,471
SP18,E4,P01,11/26/2021,4018,38,335
SP08,E5,P15,12/07/2021,7364,84,295
SP25,E2,P20,12/02/2021,9016,193,602
SP21,E3,P21,11/11/2021,9786,147,753
SP03,E5,P08,06/09/2021,2632,481,240
SP23,E6,P12,12/08/2021,6930,161,289
SP18,E5,P08,11/25/2021,1407,356,109
SP23,E4,P03,02/12/2021,27146,329,1939
SP19,E1,P19,11/26/2021,637,78,31
SP21,E5,P21,10/28/2021,7406,100,494
SP15,E3,P21,07/08/2021,5103,216,393
SP15,E6,P09,03/30/2021,840,264,105
SP06,E1,P08,09/17/2021,11830,412,910
SP12,E1,P18,03/30/2022,8281,363,921
SP25,E6,P05,08/11/2021,9093,22,535
SP04,E6,P21,02/04/2022,4606,192,355
SP04,E6,P19,06/09/2021,3066,163,134
SP04,E3,P20,05/19/2021,8946,60,527
SP16,E4,P01,11/04/2021,4564,213,381
SP01,E4,P02,03/05/2021,3696,61,143
SP04,E1,P14,07/29/2021,4543,98,505
SP15,E4,P06,02/02/2021,931,70,67
SP04,E1,P13,09/21/2021,8316,98,438
SP06,E6,P20,11/02/2021,8106,183,451
SP01,E5,P09,09/21/2021,2121,249,213
SP08,E4,P19,11/02/2021,6790,200,283
SP08,E3,P19,06/24/2021,6566,202,274
SP10,E1,P19,05/24/2021,6706,542,292
SP05,E2,P17,03/16/2021,1393,27,140
SP02,E3,P03,07/02/2021,4368,11,398
SP12,E1,P22,01/04/2021,1694,97,77
SP12,E2,P12,11/03/2021,3094,96,124
SP14,E2,P20,01/24/2022,2177,112,137
SP13,E3,P08,01/05/2022,5488,61,499
SP14,E4,P09,11/18/2021,3017,103,302
SP13,E2,P22,01/18/2022,1435,283,58
SP01,E3,P10,08/25/2021,2324,174,130
SP25,E4,P18,12/21/2021,9443,3,945
SP23,E2,P04,02/03/2022,18116,13,1133
SP10,E2,P13,09/03/2021,616,176,28
SP05,E6,P07,02/03/2021,5313,9,231
SP07,E2,P19,01/20/2022,9541,122,398
SP05,E6,P03,06/29/2021,3668,170,334
SP25,E2,P11,12/17/2021,6993,20,350
SP15,E1,P14,11/26/2021,8680,455,868
SP23,E4,P14,11/25/2021,2002,125,223
SP23,E6,P17,01/11/2021,7707,313,643
SP18,E6,P22,10/06/2021,490,36,22
SP11,E3,P19,03/08/2022,13685,116,595
SP05,E5,P01,10/14/2021,6244,186,694
SP08,E3,P12,04/29/2021,3731,291,156
SP16,E5,P06,08/27/2021,4242,378,266
SP21,E3,P12,05/04/2021,11193,76,448
SP22,E3,P15,03/08/2022,12740,105,531
SP17,E4,P06,07/30/2021,6671,33,393
SP23,E6,P16,03/03/2021,12670,206,1810
SP21,E6,P06,02/18/2022,7217,96,452
SP10,E3,P09,10/29/2021,6762,180,615
SP14,E2,P10,04/22/2021,12579,88,699
SP18,E5,P19,08/09/2021,315,158,14
SP04,E6,P13,12/14/2021,12061,397,549
SP06,E6,P09,03/11/2022,2786,98,349
SP01,E2,P09,06/17/2021,4753,339,433
SP06,E3,P18,04/23/2021,11823,27,1183
SP01,E1,P05,04/28/2021,3661,101,204
SP05,E2,P20,12/31/2021,2009,118,126
SP21,E4,P01,03/31/2021,8456,178,705
SP07,E2,P10,06/09/2021,560,67,32
SP05,E2,P15,01/13/2021,5355,141,224
SP02,E2,P19,01/20/2021,14805,327,644
SP09,E1,P21,02/08/2021,6867,172,529
SP04,E4,P14,06/17/2021,8085,26,809
SP08,E2,P19,08/10/2021,11445,14,498
SP06,E1,P14,11/04/2021,1022,139,114
SP25,E3,P05,08/27/2021,8890,243,556
SP21,E3,P04,11/17/2021,2604,136,174
SP23,E4,P05,03/16/2021,2177,170,121
SP14,E6,P20,05/26/2021,2723,245,171
SP22,E5,P15,01/07/2021,5439,371,202
SP02,E1,P19,11/10/2021,18599,133,775
SP05,E6,P02,01/10/2022,8582,228,344
SP25,E1,P19,02/02/2021,784,178,33
SP15,E3,P22,05/14/2021,3031,33,122
SP13,E4,P09,03/25/2022,1141,71,104
SP15,E3,P17,07/19/2021,3563,291,324
SP04,E6,P08,11/23/2021,406,339,37
SP16,E4,P22,09/27/2021,1953,70,89
SP16,E5,P14,03/19/2021,12747,36,1417
SP07,E5,P18,01/24/2022,756,158,76
SP22,E4,P11,02/08/2021,18571,539,845
SP13,E6,P16,04/20/2021,3010,77,377
SP07,E4,P22,03/15/2021,4249,97,170
SP03,E5,P09,02/18/2022,1288,47,144
SP13,E2,P06,03/29/2021,1085,66,78
SP08,E2,P05,02/12/2021,28,78,2
SP06,E2,P16,06/29/2021,4403,420,490
SP05,E3,P08,02/07/2022,6279,51,483
SP07,E1,P09,08/30/2021,9030,319,821
SP01,E6,P22,01/13/2022,1484,144,60
SP05,E6,P05,01/06/2021,10276,211,571
SP22,E1,P06,01/12/2021,6713,176,420
SP22,E2,P12,03/04/2021,9688,153,422
SP19,E2,P13,10/19/2021,10633,271,484
SP05,E2,P21,03/03/2022,6405,179,458
SP06,E3,P17,08/24/2021,7112,152,647
SP07,E1,P12,02/08/2021,665,180,28
SP23,E1,P15,03/07/2022,9912,230,397
SP24,E5,P18,09/24/2021,6923,180,693
SP07,E4,P03,06/24/2021,2674,129,191
SP19,E3,P05,12/15/2021,1064,283,56
SP10,E4,P16,02/22/2021,15351,116,2559
SP23,E1,P07,07/19/2021,7203,21,301
SP25,E3,P15,03/25/2021,8036,352,335
SP11,E3,P10,03/23/2021,1869,61,99
SP14,E3,P19,07/29/2021,8008,14,334
SP12,E4,P17,03/24/2022,5558,45,428
SP18,E1,P04,09/21/2021,6860,87,429
SP11,E5,P21,09/24/2021,3815,50,255
SP07,E4,P21,12/29/2021,3234,206,249
SP06,E2,P19,01/06/2021,4403,67,201
SP14,E1,P11,10/25/2021,5803,46,264
SP13,E4,P20,08/25/2021,5068,262,338
SP07,E6,P18,12/01/2021,6790,146,970
SP06,E1,P17,06/17/2021,4172,137,321
SP25,E1,P08,03/11/2021,10066,217,775
SP15,E3,P20,02/04/2021,1239,38,78
SP11,E1,P02,10/27/2021,9646,172,402
SP09,E5,P12,05/21/2021,15925,8,637
SP18,E3,P04,09/06/2021,672,96,45
SP20,E3,P09,06/29/2021,1890,114,237
SP22,E2,P08,10/14/2021,2674,41,191
SP11,E3,P13,08/20/2021,7175,32,327
SP05,E1,P03,07/09/2021,2044,9,158
SP19,E1,P09,03/10/2021,252,327,23
SP17,E6,P16,08/17/2021,1820,338,304
SP24,E4,P14,02/01/2021,7210,192,721
SP19,E5,P05,03/18/2022,987,386,55
SP18,E2,P07,12/31/2021,8687,45,378
SP23,E6,P18,02/23/2022,13510,349,1930
SP12,E3,P09,10/18/2021,10983,112,999
SP08,E2,P07,10/18/2021,6321,9,288
SP22,E2,P20,07/13/2021,1876,52,111
SP10,E3,P10,08/20/2021,1785,221,105
SP18,E6,P05,07/08/2021,11312,33,596
SP11,E6,P10,12/09/2021,5215,22,290
SP03,E5,P20,08/03/2021,15120,128,890
SP19,E4,P18,10/18/2021,1960,23,245
SP12,E3,P06,01/29/2021,980,135,70
SP25,E4,P16,05/26/2021,6377,389,709
SP16,E6,P07,10/05/2021,4543,88,190
SP07,E6,P03,02/15/2022,7497,516,577
SP20,E3,P13,11/25/2021,2989,126,158
SP24,E6,P05,02/02/2021,1057,167,63
SP16,E2,P06,05/13/2021,1659,74,119
SP20,E3,P14,05/26/2021,6839,258,855
SP10,E2,P01,02/02/2021,4277,83,476
SP21,E1,P16,03/16/2022,8197,260,1367
SP12,E1,P03,02/23/2022,700,274,54
SP07,E1,P07,01/25/2022,2240,119,102
SP10,E6,P17,03/26/2021,8155,76,816
SP18,E1,P18,01/20/2022,7252,69,907
SP11,E6,P17,10/27/2021,4494,35,375
SP06,E5,P22,03/08/2022,11410,241,497
SP14,E2,P18,10/15/2021,14245,72,1583
SP11,E5,P17,03/28/2022,9268,25,713
SP21,E5,P17,01/21/2022,7182,119,553
SP24,E4,P22,06/03/2021,4802,191,209
SP01,E4,P22,07/13/2021,9240,72,420
SP22,E4,P16,03/01/2021,1589,292,199
SP23,E3,P02,01/14/2021,4557,13,190
SP02,E5,P05,01/26/2022,4466,15,249
SP01,E4,P15,02/23/2021,6818,268,273
SP05,E5,P21,04/20/2021,4767,86,367
SP07,E1,P21,04/07/2021,17136,3,1143
SP01,E2,P15,10/05/2021,784,127,33
SP11,E4,P10,06/04/2021,12047,202,603
SP14,E6,P15,03/07/2022,1925,180,75
SP03,E1,P07,03/25/2021,5222,267,218
SP17,E2,P10,03/24/2021,4088,16,205
SP11,E6,P04,02/11/2021,8806,218,490
SP24,E3,P15,01/24/2022,280,263,12
SP06,E4,P02,09/02/2021,7217,114,301
SP12,E5,P07,02/16/2021,8645,135,346
SP14,E6,P04,04/28/2021,11025,2,735
SP04,E3,P19,03/23/2021,2702,292,113
SP19,E6,P11,03/03/2021,5523,175,252
SP10,E2,P14,07/02/2021,13559,4,1695
SP12,E6,P13,10/29/2021,7735,32,369
SP09,E2,P12,03/04/2022,11963,55,521
SP21,E5,P09,05/20/2021,2373,4,297
SP19,E3,P08,04/23/2021,3332,78,238
SP15,E6,P19,03/26/2021,6118,115,279
SP02,E6,P12,10/11/2021,6937,61,290
SP08,E4,P21,11/17/2021,8736,42,624
SP07,E1,P18,05/11/2021,994,424,100
SP25,E4,P13,03/07/2022,8449,259,423
SP05,E3,P03,09/13/2021,1589,201,133
SP25,E5,P08,02/15/2021,2009,59,144
SP19,E4,P17,11/19/2021,4802,259,370
SP21,E5,P15,03/28/2022,14350,116,574
SP01,E2,P02,01/26/2022,7504,189,301
SP10,E4,P13,11/16/2021,3136,128,166
SP14,E3,P20,01/29/2021,1302,108,82
SP14,E1,P17,03/03/2021,4711,46,363
SP24,E5,P14,01/26/2021,4053,4,406
SP22,E1,P12,02/01/2022,5978,279,240
SP18,E3,P22,04/14/2021,3787,292,158
SP20,E3,P06,11/04/2021,5446,92,321
SP08,E1,P20,05/26/2021,3640,380,203
SP12,E4,P11,01/24/2022,630,112,34
SP24,E4,P20,12/30/2021,1995,62,118
SP13,E6,P12,12/03/2021,2009,7,84
SP12,E3,P21,07/16/2021,3339,272,223
SP16,E1,P07,06/08/2021,2429,236,102
SP08,E5,P06,11/29/2021,12229,97,765
SP22,E6,P08,06/11/2021,2163,106,155
SP05,E3,P16,03/03/2021,11242,96,1406
SP13,E6,P06,01/08/2021,2163,21,128
SP21,E1,P01,03/16/2021,2142,191,179
SP04,E5,P01,07/28/2021,5698,46,518
SP11,E4,P21,07/05/2021,3206,198,229
SP18,E4,P11,02/07/2022,1463,486,77
SP02,E6,P21,02/24/2022,6272,155,448
SP19,E6,P17,04/01/2021,3990,83,307
SP11,E5,P16,04/16/2021,6958,210,994
SP20,E5,P20,01/25/2021,9478,152,527
SP24,E6,P20,11/09/2021,16877,218,1055
SP11,E4,P09,09/21/2021,3689,269,462
SP03,E3,P15,03/29/2021,6825,324,273
SP03,E6,P22,11/29/2021,3591,38,164
SP10,E1,P22,11/17/2021,2002,53,88
SP11,E2,P22,03/17/2022,77,138,4
SP11,E2,P18,10/15/2021,11186,56,1119
SP18,E4,P15,11/08/2021,12600,230,504
SP08,E1,P12,01/27/2022,4613,121,201
SP19,E6,P18,02/09/2021,987,25,99
SP22,E6,P02,06/10/2021,2247,258,94
SP25,E6,P19,02/22/2022,10150,61,484
SP20,E1,P07,01/28/2021,1981,142,91
SP07,E6,P07,06/22/2021,3885,49,162
SP13,E2,P12,09/30/2021,8666,186,362
SP20,E1,P12,04/19/2021,11263,102,451
SP23,E2,P15,08/04/2021,3913,336,164
SP18,E2,P16,03/30/2021,24367,272,3481
SP16,E6,P12,08/12/2021,903,507,40
SP09,E6,P22,11/23/2021,14560,57,662
SP25,E2,P12,03/02/2021,1211,258,49
SP01,E6,P14,03/03/2021,539,58,77
SP04,E5,P06,03/16/2022,6468,35,462
SP04,E2,P11,11/02/2021,1911,180,96
SP16,E4,P19,03/10/2022,3353,193,140
SP03,E4,P13,06/24/2021,1225,119,62
SP03,E2,P03,07/02/2021,9758,91,751
SP07,E3,P13,02/01/2022,11571,25,579
SP05,E1,P07,01/11/2021,6755,260,294
SP08,E4,P08,10/15/2021,5285,13,378
SP14,E4,P02,03/05/2021,6587,67,244
SP03,E3,P09,06/17/2021,6426,26,714
SP14,E5,P04,08/30/2021,5082,423,318
SP25,E3,P09,11/02/2021,5005,8,501
SP24,E4,P02,01/28/2021,2814,44,109
SP01,E1,P02,06/23/2021,3059,241,118
SP05,E1,P17,08/13/2021,3969,167,397
SP01,E4,P14,02/10/2022,4753,115,595
SP05,E5,P14,02/26/2021,6314,51,790
SP19,E4,P07,10/12/2021,11578,359,527
SP15,E1,P09,01/12/2022,1582,4,176
SP23,E6,P20,02/01/2021,13930,97,871
SP15,E2,P01,09/03/2021,11585,262,966
SP02,E3,P02,09/14/2021,6216,131,240
SP19,E5,P07,04/08/2021,14021,292,585
SP07,E1,P19,03/04/2021,12537,205,523
SP13,E1,P09,11/08/2021,7791,36,780
SP10,E4,P14,02/24/2022,5453,56,546
SP05,E2,P01,03/10/2021,672,293,56
SP02,E6,P16,02/19/2021,5635,51,627
SP06,E3,P19,09/16/2021,378,68,18
SP19,E5,P22,12/06/2021,7518,111,301
SP18,E5,P22,08/30/2021,3535,220,148
SP24,E5,P15,08/13/2021,3892,232,145
SP01,E2,P10,05/19/2021,7994,111,400
SP17,E3,P17,05/21/2021,5012,95,386
SP25,E2,P18,07/22/2021,8575,247,953
SP10,E6,P04,01/11/2021,11354,18,668
SP20,E2,P22,02/26/2021,15883,139,722
SP25,E5,P14,01/25/2022,7959,189,796
SP19,E5,P15,08/27/2021,2681,39,104
SP04,E6,P06,05/31/2021,12103,134,807
SP21,E6,P01,10/12/2021,6629,397,737
SP14,E2,P11,12/03/2021,5677,189,299
SP11,E1,P15,12/03/2021,7924,2,317
SP18,E6,P20,01/20/2022,9723,442,541
SP12,E3,P11,01/26/2021,7245,227,330
SP07,E2,P03,09/01/2021,2422,162,221
SP22,E4,P03,11/30/2021,4109,40,374
SP12,E1,P10,05/10/2021,1477,481,83
SP04,E6,P02,12/14/2021,11669,246,487
SP03,E6,P02,10/27/2021,3682,413,142
SP12,E5,P15,04/02/2021,798,45,34
SP14,E2,P09,02/10/2022,13139,41,1314
SP07,E3,P07,12/14/2021,6902,200,301
SP13,E4,P14,09/14/2021,2835,175,355
SP14,E5,P09,03/30/2021,13258,388,1326
SP08,E2,P06,08/31/2021,2212,5,158
SP25,E5,P20,02/17/2021,8211,54,514
SP07,E5,P08,06/07/2021,2261,130,174
SP09,E6,P19,08/19/2021,4081,327,178
SP21,E6,P13,03/29/2021,4977,197,237
SP01,E6,P16,04/08/2021,2821,121,353
SP01,E3,P19,12/17/2021,8064,139,367
SP04,E6,P07,08/19/2021,7987,104,333
SP18,E5,P12,03/15/2022,11732,248,534
SP18,E2,P14,02/10/2021,1162,74,130
SP21,E4,P13,08/12/2021,4858,327,232
SP21,E3,P20,03/10/2021,1722,441,115
SP12,E2,P07,10/12/2021,9394,24,409
SP24,E1,P19,04/05/2021,1092,137,52
SP09,E3,P05,07/20/2021,10143,188,634
SP06,E2,P09,05/19/2021,7070,99,643
SP06,E3,P15,10/04/2021,4375,85,163
SP04,E1,P16,02/04/2021,6713,432,840
SP24,E3,P11,04/12/2021,308,83,14
SP10,E1,P08,08/30/2021,5229,34,403
SP08,E4,P18,02/11/2022,1806,67,181
SP18,E3,P06,12/03/2021,4249,254,304
SP19,E2,P05,12/02/2021,7742,19,484
SP09,E5,P13,02/02/2021,868,286,42
SP14,E5,P07,04/08/2021,9793,138,446
SP21,E4,P02,12/24/2021,770,105,33
SP21,E5,P04,03/30/2022,7595,31,475
SP06,E1,P05,01/05/2021,13237,209,779
SP17,E6,P20,11/26/2021,2639,181,165
SP15,E4,P21,02/14/2022,2730,186,182
SP07,E6,P08,08/20/2021,9786,270,816
SP08,E5,P10,03/26/2021,6671,210,393
SP22,E5,P12,02/04/2021,12565,301,547
SP08,E1,P10,01/04/2022,12565,185,740
SP05,E2,P10,12/29/2021,2982,75,166
SP24,E3,P08,12/22/2021,5957,105,426
SP04,E2,P01,03/10/2021,16919,159,1880
SP10,E6,P06,03/23/2021,4200,146,248
SP13,E4,P22,10/01/2021,5747,250,240
SP01,E3,P13,10/21/2021,19103,80,1006
SP10,E5,P07,03/16/2022,8547,180,342
SP22,E3,P19,04/23/2021,7805,291,340
SP09,E5,P17,03/07/2022,3927,172,303
SP07,E6,P21,12/15/2021,1659,246,104
SP05,E5,P11,03/22/2022,3038,71,160
SP20,E2,P11,08/17/2021,882,529,45
SP18,E2,P17,01/08/2021,7595,134,585
SP25,E3,P04,09/15/2021,21861,160,1286
SP22,E4,P20,01/12/2022,1694,242,113
SP12,E4,P01,11/04/2021,7077,356,644
SP18,E5,P16,01/21/2021,6461,91,718
SP08,E1,P04,12/08/2021,2471,158,165
SP16,E1,P02,01/26/2021,2114,155,82
SP18,E2,P12,11/09/2021,8771,269,382
SP14,E4,P21,02/07/2022,4641,18,357
SP14,E4,P17,09/06/2021,1141,98,115
SP22,E4,P09,10/19/2021,7581,302,690
SP20,E5,P15,10/01/2021,10325,108,431
SP15,E1,P12,01/13/2022,6370,436,290
SP06,E5,P21,09/08/2021,3507,46,270
SP15,E1,P02,03/11/2021,35,193,2
SP05,E3,P02,01/11/2022,8316,236,320
SP06,E6,P14,07/02/2021,11018,202,1574
SP22,E5,P11,03/09/2022,2072,281,104
